31988;0,003026385;;
31999;0,003027426;;
32738;0,003097343;;
31820;0,003010491;;
32535;0,003078137;;
36229;0,003427626;;
34949;0,003306525;;
38420;0,003634917;;
35195;0,003329799;;
30826;0,002916448;;
31973;0,003024966;;
32845;0,003107466;;
34616;0,00327502;;
32681;0,00309195;;
35735;0,003380889;;
33664;0,003184951;;
38473;0,003639931;;
39142;0,003703225;;
35650;0,003372847;;
37512;0,003549011;;
38424;0,003635295;;
39096;0,003698873;;
36645;0,003466984;;
38006;0,003595748;;
37550;0,003552606;;
36179;0,003422896;;
37145;0,003514289;;
37140;0,003513816;;
36333;0,003437466;;
33299;0,003150419;;
32149;0,003041617;;
35796;0,00338666;;
33194;0,003140485;;
35280;0,003337841;;
33809;0,00319867;;
33962;0,003213145;;
32667;0,003090625;;
29030;0,002746529;;
29511;0,002792036;;
29958;0,002834327;;
32201;0,003046537;;
30809;0,00291484;;
33412;0,00316111;;
31538;0,002983811;;
33345;0,003154771;;
30549;0,002890241;;
32003;0,003027804;;
30877;0,002921273;;
34478;0,003261964;;
32007;0,003028183;;
35863;0,003392999;;
34199;0,003235568;;
35285;0,003338314;;
41576;0,003933506;;
32479;0,003072839;;
36697;0,003471904;;
33857;0,003203211;;
36878;0,003489028;;
46537;0,004402866;;
35051;0,003316175;;
37663;0,003563297;;
40283;0,003811175;;
34710;0,003283913;;
39892;0,003774183;;
41781;0,003952901;;
36612;0,003463862;;
43985;0,004161421;;
49607;0,004693319;;
38880;0,003678437;;
31770;0,00300576;;
32947;0,003117116;;
31549;0,002984851;;
34633;0,003276629;;
32871;0,003109926;;
33813;0,003199048;;
34494;0,003263478;;
34401;0,003254679;;
31507;0,002980878;;
34166;0,003232446;;
34552;0,003268965;;
35889;0,003395459;;
32381;0,003063567;;
33187;0,003139822;;
34178;0,003233581;;
33819;0,003199616;;
126816;0,011998063;;
72220;0,006832735;;
34862;0,003298294;;
37068;0,003507004;;
33515;0,003170855;;
33720;0,00319025;;
34605;0,003273979;;
36261;0,003430654;;
31004;0,002933289;;
33665;0,003185046;;
36373;0,00344125;;
38102;0,003604831;;
34266;0,003241907;;
36742;0,003476161;;
37028;0,003503219;;
37564;0,00355393;;
33294;0,003149946;;
33009;0,003122982;;
33931;0,003210212;;
33828;0,003200467;;
31805;0,003009071;;
33596;0,003178518;;
30646;0,002899418;;
32539;0,003078515;;
29122;0,002755233;;
30775;0,002911623;;
28204;0,002668381;;
29708;0,002810674;;
26084;0,002467808;;
28806;0,002725336;;
26535;0,002510477;;
28204;0,002668381;;
24671;0,002334124;;
25380;0,002401202;;
25542;0,002416529;;
25891;0,002449548;;
24751;0,002341692;;
26026;0,00246232;;
24296;0,002298645;;
25873;0,002447845;;
24702;0,002337056;;
26288;0,002487108;;
25322;0,002395715;;
24612;0,002328542;;
25215;0,002385591;;
24390;0,002307538;;
24497;0,002317661;;
23825;0,002254084;;
