255988;0,024219027;;
62024;0,005868091;;
49050;0,004640621;;
44181;0,004179965;;
44892;0,004247233;;10569706
33153;0,003136606;;
34013;0,00321797;;
36020;0,003407853;;
40035;0,003787712;;
33452;0,003164894;;
52410;0,004958511;;
33306;0,003151081;;
35938;0,003400095;;
52748;0,004990489;;
36445;0,003448062;;
36140;0,003419206;;
38049;0,003599816;;
33585;0,003177477;;
35912;0,003397635;;
34648;0,003278048;;
35886;0,003395175;;
35316;0,003341247;;
34052;0,00322166;;
34105;0,003226674;;
38094;0,003604074;;
36172;0,003422233;;
34997;0,003311067;;
35721;0,003379564;;
37211;0,003520533;;
35656;0,003373415;;
35294;0,003339166;;
36001;0,003406055;;
112561;0,010649397;;
34856;0,003297727;;
33502;0,003169625;;
34683;0,003281359;;
40019;0,003786198;;
34745;0,003287225;;
33382;0,003158271;;
34348;0,003249665;;
33877;0,003205103;;
33819;0,003199616;;
33797;0,003197535;;
34762;0,003288833;;
38115;0,003606061;;
76488;0,007236531;;
40613;0,003842396;;
36810;0,003482595;;
225259;0,021311756;;
297052;0,028104093;;
127028;0,01201812;;
95181;0,009005075;;
89181;0,008437415;;
120149;0,011367298;;
94558;0,008946133;;
81634;0,007723394;;
85269;0,008067301;;
80995;0,007662938;;
37447;0,003542861;;
33603;0,00317918;;
37207;0,003520155;;
33147;0,003136038;;
36101;0,003415516;;
32818;0,003104911;;
34448;0,003259126;;
33279;0,003148527;;
31396;0,002970376;;
33986;0,003215416;;
33344;0,003154676;;
64469;0,006099413;;
33169;0,003138119;;
33797;0,003197535;;
40652;0,003846086;;
53806;0,005090586;;
32542;0,003078799;;
37770;0,00357342;;
34572;0,003270857;;
36139;0,003419111;;
42936;0,004062175;;
34549;0,003268681;;
33893;0,003206617;;
30877;0,002921273;;
37305;0,003529426;;
58312;0,005516899;;
34478;0,003261964;;
33347;0,00315496;;
31930;0,003020898;;
31933;0,003021181;;
29504;0,002791374;;
30490;0,002884659;;
36424;0,003446075;;
32662;0,003090152;;
29942;0,002832813;;
32180;0,00304455;;
31386;0,00296943;;
91003;0,008609795;;
27661;0,002617008;;
66112;0,006254857;;
37339;0,003532643;;
42909;0,004059621;;
42519;0,004022723;;
62659;0,005928169;;
43976;0,00416057;;
38283;0,003621955;;
46398;0,004389715;;
52245;0,0049429;;
29967;0,002835178;;
32291;0,003055052;;
43105;0,004078165;;
38972;0,003687141;;
48026;0,00454374;;
47228;0,004468242;;
38944;0,003684492;;
31327;0,002963848;;
52074;0,004926722;;
53568;0,005068069;;
69225;0,006549378;;
38421;0,003635011;;
34089;0,003225161;;
33600;0,003178896;;
35733;0,0033807;;
32828;0,003105857;;
31635;0,002992988;;
